Car_Name,Year,Selling_Price,Driven_KMs,Fuel_Type,Transmission,Engine_Size_L,Mileage_kmpl
Audi A6,2015,945072.41,144495,  Diesel ,Manual,2.4,10.8
Maruti Suzuki Ertiga,2017,156591.59,87318,Petrol,Automatic,1.2,12.8
BMW 1 Series,2020,2621257.98,76774,Diesel,Automatic,2.5,10.4
Toyota Fortuner,2023,693935.74,36884,Petrol,Manual,1.2,13.2
Toyota RAV4,2009,212741.42,250762,Electric,Manual,0.0,175.1
Tata Safari,2008,120000.0,196986 KM,Petrol,Automatic,,15.0
Tata Safari,2017,233571.03,122676,Petrol,Manual,1.4,13.6
Toyota Yaris,2009,120000.0,101810,Petrol,Manual,1.2,16.3
Toyota Camry,2008,128719.07,183622,Petrol,Manual,1.9,10.7
Volkswagen Virtus,2012,176492.77,128230,CNG,Manual,1.6,25.8
Honda Accord,2018,488307.03,90696,Diesel,Manual,1.7,12.5
BMW X5,2010,634330.49,146304,Petrol,Automatic,2.5,10.2
Audi A4,2023,2881218.97,"51,265 km",Petrol,Manual,2.5,9.1
Maruti Suzuki Dzire,2016,291476.51,51317,Petrol,Automatic,2.0,13.9
Ford Mustang,2009,248988.47,225466,  Petrol ,Automatic,2.6,11.1
BMW 5 Series,2021,2306350.48,63884 KM,Diesel,Manual,2.2,12.9
Audi A4,2010,486636.43,253666 KM,Electric,Manual,0.0,129.0
Hyundai Tucson,2024,950131.35,"32,078 km",Petrol,Manual,,14.8
Ford Fiesta  ,2009,219861.36,254280 KM,Diesel,Manual,2.7,9.4
Maruti Suzuki Brezza,2020,286197.99,105522,Diesel,Manual,1.5,14.8
Mercedes-Benz C-Class,2015,880816.0,92464,Petrol,Manual,1.8,11.6
Hyundai i20,2009,120000.0,261249,Diesel,Automatic,1.3,15.5
Audi A6,2009,387868.14,299913,Hybrid,Automatic,2.2,
Toyota Yaris,2018,552071.19,76252,Hybrid,Manual,1.5,23.8
Toyota Yaris  ,2009,154301.59,263356,Diesel,Automatic,1.7,13.3
Tata Nexon,2015,263329.44,75740,Petrol,Manual,1.8,15.3
Toyota Yaris,2017,829860.61,87172,Electric,Manual,0.0,153.2
Toyota Camry,2011,208088.2,114348,Petrol,Manual,2.1,12.9
Toyota Yaris,2014,290427.87,72323,Petrol,Manual,1.9,8.8
Honda Amaze,2012,142994.18,189264,Diesel,Manual,1.5,19.0
BMW 3 Series,2020,1327425.86,97503,Petrol,Manual,2.1,16.8
Toyota RAV4,2012,229709.49,153493,Diesel,Automatic,1.6,16.5
Honda Accord,2009,130464.98,150123,Diesel,Automatic,1.4,14.2
Honda City,2015,227772.67,133918,Petrol,Manual,1.5,13.1
Audi A4,2017,1353539.78,129738,Petrol,Automatic,2.6,12.8
Ford Mustang,2019,918126.63,90953,Petrol,Manual,2.8,8.6
Hyundai Venue,2023,916055.98,22218,Diesel,Automatic,1.8,13.4
Honda City,2023,502945.07,51574,Petrol,Manual,1.0,12.7
Volkswagen Tiguan  ,2009,120000.0,216524,Petrol,Manual,1.6,9.9
Ford Mustang,2024,1295442.49,24294,Petrol,Manual,1.8,9.0
Honda Accord,2015,305552.0,104922,Diesel,Manual,1.8,13.7
BMW 5 Series,2012,715417.77,87997,Petrol,Manual,2.8,12.6
Maruti Suzuki Ertiga,2018,296837.49,47331,Petrol,Automatic,1.9,10.3
Honda Amaze,2016,274921.08,97258,Petrol,Automatic,1.2,11.7
Mercedes-Benz C-Class,2016,1822036.35,135342,Petrol,Automatic,3.2,8.8
Maruti Suzuki Dzire,2022,381650.98,51028,CNG,Manual,1.7,26.8
Volkswagen Tiguan,2015,314828.58,88203,Petrol,Manual,1.8,14.2
Toyota Yaris,2010,120000.0,126639,Petrol,Manual,1.1,12.3
Hyundai i20,2008,120000.0,229706,Petrol,Manual,1.9,
Mercedes-Benz GLE  ,2014,725709.3,93344,Petrol,Manual,1.6,13.6
Mercedes-Benz E-Class,2021,2570986.07,"66,774 km",Diesel,Manual,2.5,10.8
Honda CR-V,2024,1248515.33,29053,Diesel,Manual,2.0,12.7
Honda City,2015,332327.59,133395,Petrol,Manual,2.0,14.7
Volkswagen Vento,2009,120000.0,156269,Petrol,Automatic,1.3,11.6
Maruti Suzuki Ertiga,2021,324514.47,65597,Diesel,Automatic,1.3,18.6
BMW 5 Series,2012,578251.15,137528,Petrol,Manual,2.2,11.3
Toyota RAV4,2013,259885.35,177007,Diesel,Automatic,1.6,13.2
Volkswagen Taigun,2018,515929.99,73879,Petrol,Manual,1.8,14.4
Tata Nexon,2018,435059.95,69095,Diesel,Automatic,1.9,15.0
Ford EcoSport,2023,1329585.19,21131,Petrol,Manual,2.0,11.9
Ford Mustang,2014,312021.45,151070 KM,Petrol,Manual,1.9,15.3
Honda Civic,2020,440311.32,55252,Petrol,Manual,1.4,14.2
Mercedes-Benz E-Class,2015,742418.52,166623,Petrol,Manual,1.9,15.5
Volkswagen Tiguan,2021,920698.45,40216,Hybrid,Manual,1.6,25.6
Audi Q5,2020,1753434.9,92790,  Diesel ,Automatic,1.8,11.1
Hyundai Verna,2021,747757.6,74053,Petrol,Automatic,1.7,13.4
Volkswagen Taigun,2014,515507.88,134126,Electric,Automatic,0.0,159.4
Honda City,2022,891851.08,68160,Petrol,Automatic,1.6,13.3
Toyota Fortuner,2019,563486.08,65147,Diesel,Manual,1.5,18.0
Hyundai Verna,2018,687627.73,77082,Hybrid,Automatic,1.9,20.6
Tata Harrier,2011,158422.06,205659,Diesel,Automatic,2.0,16.2
Hyundai i20,2011,123625.48,151814,Petrol,Automatic,1.2,12.9
Maruti Suzuki Dzire,2013,120000.0,178397,Petrol,Automatic,1.0,13.3
Ford Focus,2019,1100964.21,25777,Petrol,Automatic,2.3,9.1
Maruti Suzuki Brezza,2023,1068105.75,40434,Electric,Automatic,0.0,154.3
Tata Harrier,2014,264166.81,111043,Petrol,Automatic,2.0,10.8
Hyundai Verna,2009,120000.0,255436,Diesel,Automatic,1.3,13.4
Hyundai Tucson,2022,404146.55,63655,Diesel,Manual,1.0,15.0
Ford Fiesta,2013,531525.51,126826,Diesel,Manual,3.0,9.2
Hyundai i20,2011,120000.0,192464,Diesel,Manual,1.4,14.5
Toyota RAV4,2014,385401.56,3000,Petrol,Automatic,1.6,16.7
Audi A6,2018,1560684.84,89875,CNG,Manual,2.7,27.8
Volkswagen Polo,2017,478161.69,81335,Petrol,Automatic,1.5,10.3
Audi A3,2018,1569253.2,96672,Petrol,Manual,2.8,12.0
Mercedes-Benz C-Class,2023,2130093.51,39001,Diesel,Manual,1.6,15.4
Honda CR-V,2022,1038561.65,53987,Diesel,Automatic,2.1,14.5
Maruti Suzuki Brezza,2011,171247.56,212799,Electric,Automatic,0.0,150.7
Maruti Suzuki Baleno,2012,120000.0,202990,Hybrid,Automatic,1.4,24.9
Tata Safari,2013,174122.96,71396,Hybrid,Manual,1.3,27.9
Toyota Fortuner,2017,319848.5,130916,Diesel,Manual,1.3,17.0
Toyota Camry,2022,733472.62,68208,Diesel,Manual,1.5,14.7
Toyota Corolla,2021,616113.43,68224,Petrol,Manual,1.2,15.0
Audi A6,2017,1450796.45,98554,Petrol,Automatic,2.0,13.2
Tata Harrier,2012,120000.0,115266,Diesel,Manual,1.3,15.7
Maruti Suzuki Ertiga,2012,120000.0,"172,190 km",Petrol,Manual,1.4,12.2
Toyota Yaris,2022,926716.15,33079,Petrol,Automatic,1.7,11.0
Tata Punch,2014,148821.2,64482,CNG,Manual,1.5,23.5
BMW X5,2018,3416288.92,110236,Hybrid,Automatic,3.9,23.6
Tata Punch,2016,342504.84,76043,Diesel,Automatic,,13.4
Maruti Suzuki Baleno,2023,537232.72,46542,Petrol,Manual,1.9,13.0
Mercedes-Benz A-Class,2018,1364534.03,95142,Petrol,Automatic,1.6,14.9
Honda Civic,2009,120000.0,243463,Petrol,Manual,1.7,12.0
Hyundai Tucson,2023,837476.79,39303,Diesel,Manual,1.7,14.9
Maruti Suzuki Brezza,2014,120000.0,152831,Petrol,Automatic,1.0,
Mercedes-Benz E-Class,2012,587820.78,151185,Petrol,Manual,2.2,12.5
Toyota RAV4,2011,188215.18,241982,Diesel,Automatic,1.8,13.0
Audi Q5,2010,943441.1,179640,Petrol,Automatic,4.1,6.0
Maruti Suzuki Baleno  ,2023,441293.17,36228,Diesel,Manual,1.4,16.8
BMW 5 Series,2016,1636926.99,44932,Diesel,Manual,3.0,10.9
Mercedes-Benz C-Class,2020,2933654.62,51898,Petrol,Manual,3.0,14.1
Audi Q3,2023,3213801.04,"50,986 km",Diesel,Manual,2.3,14.3
Volkswagen Taigun,2023,1439387.42,25901,Electric,Manual,0.0,195.7
Volkswagen Virtus  ,2008,122692.45,92478,Petrol,Manual,1.7,6.9
Toyota Camry,2010,136127.06,221164 KM,Petrol,Manual,1.6,12.5
Ford Mustang,2017,395871.37,122319,Petrol,Manual,1.6,12.0
Ford Mustang,2018,871321.83,104311,Diesel,Manual,2.4,13.8
Audi Q5,2017,1319255.6,103020,Diesel,Automatic,2.1,11.7
Audi A3,2013,940983.15,90212 KM,Diesel,Manual,2.8,12.8
Maruti Suzuki Brezza,2016,181718.68,91048,Petrol,Manual,1.7,15.2
Tata Altroz,2019,331355.25,25615,Petrol,Manual,1.5,11.1
Maruti Suzuki Brezza,2012,120000.0,105878,CNG,Automatic,1.4,24.7
Honda CR-V,2011,162089.98,234266,Diesel,Manual,2.0,13.4
Maruti Suzuki Ertiga,2024,583538.68,10051,Petrol,Manual,1.7,12.1
Ford Endeavour,2023,2376151.68,48228,Diesel,Manual,3.5,9.2
BMW 3 Series,2023,3616019.34,22002,Petrol,Automatic,2.6,11.2
Honda Civic,2011,133846.0,147187,Diesel,Manual,1.4,13.6
Maruti Suzuki Brezza,2013,141306.17,83916,Petrol,Automatic,1.5,12.9
Audi Q3,2015,1348735.85,156312,Electric,Manual,0.0,180.0
Toyota Yaris,2012,229692.62,142784,Petrol,Automatic,1.6,14.7
Mercedes-Benz C-Class,2023,3037546.39,30743,Diesel,Manual,2.2,12.2
Hyundai Tucson,2021,807025.7,105766,Electric,Manual,0.0,138.6
Toyota Fortuner,2023,1157771.24,25174,Petrol,Automatic,1.7,12.9
Honda Amaze,2019,509476.52,39735,,Manual,1.5,15.7
Tata Punch,2015,131363.95,200991,Diesel,Manual,,14.1
Audi A6,2009,476548.96,245460,Petrol,Automatic,2.6,11.1
Mercedes-Benz A-Class,2021,2511240.15,66562,Diesel,Automatic,2.2,16.2
Tata Nexon,2022,518016.63,40288,Petrol,Manual,1.6,14.6
Mercedes-Benz C-Class,2022,3710727.92,36067,Diesel,Manual,3.3,10.5
Honda City,2016,266958.63,112005,Petrol,Automatic,1.2,15.3
Volkswagen Vento,2022,926792.44,47747,Petrol,Automatic,1.5,14.0
Hyundai Venue,2016,377062.14,168364,Diesel,Manual,2.4,13.6
Maruti Suzuki Brezza,2022,571170.58,22202,Petrol,Automatic,1.7,11.1
Toyota RAV4,2011,234395.65,216893,Petrol,Automatic,2.0,12.7
Hyundai Verna,2024,648630.83,23219,Petrol,Manual,1.2,17.5
Volkswagen Taigun,2019,399680.33,"92,518 km",Petrol,Manual,1.5,15.9
Toyota Corolla,2024,1105370.13,22065,Petrol,Automatic,1.6,14.7
Volkswagen Taigun,2018,987796.98,48908,Electric,Manual,0.0,175.1
Toyota Yaris,2020,664720.6,43426,Diesel,Manual,1.5,
Volkswagen Polo,2022,736069.55,43775,Diesel,Manual,1.3,18.9
BMW 5 Series,2021,1692607.41,36007 KM,Diesel,Manual,1.8,12.4
Volkswagen Virtus,2018,665809.67,111809,  Hybrid ,Manual,2.1,24.5
Volkswagen Vento,2012,120286.98,217329,Diesel,Manual,1.2,15.4
Ford Focus,2020,1378858.17,69142,Petrol,Automatic,2.8,10.1
Hyundai i20,2020,277459.41,74124,Petrol,Automatic,1.0,15.1
Tata Punch,2024,669746.32,34750,Petrol,Manual,1.8,11.5
Mercedes-Benz A-Class,2017,1008214.09,180357,Petrol,Manual,1.9,16.6
BMW 3 Series,2015,1156620.06,190056,Petrol,Automatic,3.0,10.9
Honda City,2024,1101742.53,27908,Petrol,Manual,1.8,11.3
Maruti Suzuki Ertiga,2020,234190.02,72328,Diesel,Automatic,1.1,14.3
Ford EcoSport  ,2012,561460.64,162247,Petrol,Automatic,3.2,12.2
Ford Focus,2010,364330.83,234988,Hybrid,Manual,3.1,26.2
Honda Amaze,2020,450250.52,88371,Petrol,Manual,1.4,9.2
BMW X5,2015,958620.65,90309,Petrol,Automatic,2.0,11.5
Tata Safari,2014,385031.1,"66,271 km",Electric,Automatic,0.0,167.6
Hyundai Venue,2008,120000.0,186912,Diesel,Manual,1.9,12.7
Maruti Suzuki Dzire,2019,219819.58,"33,124 km",Diesel,Manual,,18.7
Ford EcoSport,2014,501298.35,86562,Diesel,Automatic,2.7,14.3
Tata Harrier,2021,459899.11,"50,071 km",Petrol,Automatic,1.4,11.8
Volkswagen Vento,2017,327015.09,86662,Diesel,Manual,1.5,14.4
Maruti Suzuki Ertiga,2019,288712.28,66906 KM,Diesel,Manual,1.4,16.9
Volkswagen Tiguan,2022,810110.22,53052,Diesel,Manual,,15.7
Hyundai Tucson,2012,173830.75,151203,Petrol,Manual,1.7,10.7
Ford Endeavour,2016,750853.52,72527,Electric,Manual,0.0,190.1
BMW 1 Series,2019,1567985.26,119989,Diesel,Automatic,2.2,12.4
Maruti Suzuki Swift,2015,180312.76,108399,Petrol,Automatic,1.6,14.5
Volkswagen Taigun,2009,120000.0,252226,CNG,Manual,1.6,24.7
Mercedes-Benz GLC,2019,1498038.07,100800,CNG,Manual,2.1,23.2
Hyundai Tucson,2022,607481.22,63381,Diesel,Automatic,1.5,15.7
Volkswagen Virtus,2024,835386.96,19087,Petrol,Automatic,1.0,15.5
Tata Safari,2017,198595.8,92533,Diesel,Automatic,1.0,16.2
Volkswagen Polo,2015,321635.53,139900,Petrol,Automatic,1.8,12.2
Audi A3,2008,483511.28,201170,Diesel,Manual,,10.5
Maruti Suzuki Dzire,2019,296514.16,66125 KM,Diesel,Automatic,1.6,15.0
Volkswagen Tiguan,2009,131885.58,196400,Petrol,Manual,1.7,12.4
Hyundai Creta,2013,133125.74,195532,Petrol,Automatic,1.1,14.6
Hyundai Creta,2017,288031.63,60654,Diesel,Manual,1.2,20.1
Toyota Yaris,2021,678966.39,90094,Petrol,Manual,1.7,14.2
Ford EcoSport,2012,273880.51,189347,Diesel,Manual,2.1,17.3
Hyundai Creta,2016,295115.2,129387,Diesel,Automatic,1.7,16.3
Tata Punch,2008,120000.0,203622,Diesel,Automatic,1.0,15.5
BMW 5 Series,2016,1049870.61,128438,,Manual,2.2,10.6
Ford Focus,2008,133966.79,254601,CNG,Automatic,1.9,22.4
Tata Safari,2019,333876.23,96227,CNG,Manual,1.8,24.0
Tata Altroz,2014,198194.93,166403,Petrol,Manual,1.9,14.7
Audi Q3,2009,223176.29,258390,Petrol,Manual,1.6,10.5
BMW X5,2019,2223847.72,79581,CNG,Automatic,2.9,22.3
Volkswagen Vento,2013,149333.43,220544,Diesel,Manual,1.3,15.7
Mercedes-Benz GLC,2019,1376826.86,67442 KM,Diesel,Manual,1.6,14.2
BMW 3 Series,2020,1789499.87,45310,Diesel,Automatic,1.6,19.2
Tata Harrier,2015,212855.79,108469,Petrol,Manual,1.8,10.6
Hyundai Tucson,2017,222762.98,166888,Petrol,Manual,1.5,12.3
Hyundai Venue,2019,293218.02,104098,Diesel,Automatic,1.0,13.5
BMW 3 Series,2011,652049.92,139921,Petrol,Manual,2.7,7.1
Honda City,2015,422402.26,68198,Diesel,Manual,2.1,12.0
Hyundai i20,2009,131146.66,194118,Petrol,Automatic,2.0,10.1
Ford EcoSport,2011,308817.78,68768,Petrol,Manual,2.5,11.7
Maruti Suzuki Baleno,2015,191104.86,85573,Petrol,Automatic,1.7,10.1
BMW 1 Series,2011,511770.01,169731,Diesel,Manual,2.1,13.7
BMW 3 Series,2015,1119182.68,174074,Petrol,Manual,3.1,12.1
Tata Safari,2022,565531.96,72223,Diesel,Manual,1.6,16.6
BMW X5,2016,1373583.51,144386,Diesel,Automatic,2.9,9.5
Toyota Camry,2013,271311.82,188609,Hybrid,Manual,1.7,22.7
BMW 5 Series,2008,348832.77,234154,Diesel,Automatic,2.2,16.6
Mercedes-Benz E-Class,2009,606957.91,196927,Petrol,Automatic,3.3,11.3
Toyota Camry,2018,987952.56,49247,Electric,Manual,0.0,199.3
BMW X5,2022,3638269.89,54463,Electric,Automatic,0.0,131.6
Honda Amaze,2022,874988.21,79594,Diesel,Automatic,1.5,17.5
Ford Endeavour,2019,610336.83,97277 KM,Petrol,Automatic,1.6,19.5
Hyundai Verna,2021,470369.2,79489,Diesel,Automatic,1.2,16.7
Audi A6,2011,739302.86,"93,928 km",Petrol,Manual,2.7,6.3
BMW 1 Series,2023,2995631.58,33649,Petrol,Manual,2.3,13.8
BMW X3,2022,2287187.38,72156,CNG,Manual,2.0,22.3
Mercedes-Benz GLE,2021,3429002.93,55623 KM,Electric,Manual,0.0,157.9
Hyundai Verna,2016,330260.54,123536,Diesel,Manual,1.7,14.8
BMW X3,2016,1003834.78,126127,,Manual,1.9,17.5
Audi A3,2018,1658439.24,109610,Electric,Manual,0.0,182.6
Audi A4,2009,436940.36,310401 KM,Electric,Automatic,,182.8
Honda CR-V,2022,1522987.17,24329,Electric,Manual,0.0,169.9
Audi A3,2012,913478.37,105724,Petrol,Automatic,3.1,10.2
Toyota Corolla,2017,270935.6,134540,CNG,Manual,1.3,28.0
Volkswagen Vento,2013,263754.75,162764,Petrol,Manual,2.0,14.0
Hyundai Verna,2008,146163.49,195585,Electric,Manual,0.0,169.1
BMW 5 Series,2015,833828.18,153368,Petrol,Automatic,2.0,9.5
Ford Focus,2014,586759.14,118584,CNG,Automatic,2.9,29.4
Maruti Suzuki Baleno,2024,753745.73,3000,Diesel,Manual,2.1,12.5
Toyota Corolla  ,2016,567543.98,177524,Electric,Manual,0.0,162.3
Tata Nexon,2017,479560.18,147066,Electric,Manual,0.0,167.2
Audi Q3,2021,2345621.07,52033,Petrol,Manual,2.3,10.4
Toyota Camry,2015,388295.91,64548,Petrol,Manual,1.7,11.1
Toyota Corolla,2015,534077.19,129750,Electric,Manual,0.0,123.3
Tata Altroz,2024,1269789.82,23959,Electric,Manual,0.0,168.6
Honda CR-V,2013,151423.99,119143,Petrol,Manual,1.4,13.1
Ford Fiesta,2013,408988.17,"144,401 km",Diesel,Automatic,2.1,12.8
BMW 3 Series,2008,314986.15,189654,Diesel,Manual,2.0,13.8
Audi A3,2016,1119636.28,163272,Petrol,Automatic,2.3,9.8
Audi A6,2017,1194412.89,115980,Petrol,Manual,2.0,9.8
Audi Q5,2016,758852.41,158186,Diesel,Automatic,1.6,15.2
Mercedes-Benz GLC,2021,2678664.76,71572,Diesel,Automatic,2.1,13.4
BMW 1 Series,2021,2306393.08,72934 KM,Diesel,Manual,2.4,13.0
Mercedes-Benz C-Class,2021,2500111.23,57783,Petrol,Manual,2.4,9.5
Volkswagen Tiguan,2018,418964.87,92112,Petrol,Manual,1.7,15.3
Mercedes-Benz A-Class,2023,4618328.72,"22,906 km",Electric,Automatic,0.0,185.3
Toyota Yaris,2021,889304.49,44359,Petrol,Manual,1.9,9.7
Mercedes-Benz C-Class,2018,2067233.19,38850,CNG,Automatic,2.6,25.2
Audi A3,2024,5013369.21,10543,Petrol,Automatic,2.5,9.7
Audi A3,2020,1679781.65,74694,  Petrol ,Manual,2.2,13.2
Honda Civic,2014,267389.35,99235,Petrol,Automatic,1.6,13.1
Tata Nexon,2010,120000.0,164139,Petrol,Manual,1.8,11.8
Mercedes-Benz A-Class,2018,2234797.96,67518,Petrol,Automatic,2.8,11.1
Tata Punch,2018,474056.11,90861,Diesel,Automatic,1.9,16.4
Tata Safari,2010,120000.0,195437,Hybrid,Manual,1.1,23.4
Audi A3,2023,4421060.11,19656,Petrol,Automatic,3.0,8.0
Volkswagen Vento,2022,1253316.13,31470,Petrol,Automatic,1.9,12.1
Honda CR-V,2019,703061.62,93870,Hybrid,Automatic,2.0,23.2
Maruti Suzuki Ertiga,2010,120000.0,156237,Petrol,Automatic,1.6,14.0
Toyota RAV4,2024,1472266.45,23447,Petrol,Manual,2.2,11.4
Hyundai Tucson  ,2020,660718.25,74893,Diesel,Automatic,1.9,14.4
BMW 1 Series,2016,1175426.95,138753,Petrol,Manual,2.7,11.9
Ford EcoSport,2012,395580.83,90150,CNG,Automatic,2.9,23.4
Volkswagen Tiguan,2011,155837.38,58897,Petrol,Automatic,1.1,11.5
Hyundai Venue,2022,467143.2,48976,Petrol,Manual,1.0,11.2
Ford Endeavour,2012,556126.99,136249,Petrol,Manual,3.6,
Volkswagen Tiguan,2022,1666767.64,56125,Electric,Automatic,0.0,171.1
Maruti Suzuki Baleno,2008,120000.0,204825,Petrol,Automatic,1.3,13.3
Honda City,2008,120000.0,196302,,Manual,,13.4
Mercedes-Benz C-Class,2018,2099099.72,118509,Petrol,Manual,3.8,6.0
Mercedes-Benz A-Class,2013,860975.61,154546,Diesel,Manual,2.5,17.9
Volkswagen Vento,2019,645843.21,"66,389 km",Diesel,Automatic,1.5,
Tata Safari,2023,1061627.66,51388,Electric,Manual,0.0,141.2
Hyundai Venue,2019,424289.5,93120,Hybrid,Manual,1.3,24.2
BMW X5,2014,779391.0,116860,Petrol,Manual,2.4,14.0
Volkswagen Tiguan,2023,698826.26,41614,Diesel,Manual,1.3,14.5
Volkswagen Polo,2015,276054.77,135654,Diesel,Automatic,1.4,15.3
BMW 3 Series,2021,3960302.92,58503,Hybrid,Manual,3.4,23.7
Maruti Suzuki Baleno,2015,137620.18,83228,Petrol,Manual,1.5,17.0
Tata Harrier,2010,120000.0,268265,Hybrid,Manual,1.5,24.7
Audi A3,2021,1696484.07,77533,Petrol,Automatic,1.6,
Ford Focus,2013,337039.29,147143,Diesel,Manual,2.0,12.6
Mercedes-Benz E-Class,2016,1559650.45,54620,Petrol,Automatic,2.8,10.4
Toyota Fortuner,2020,508919.65,69572,Petrol,Manual,1.3,13.8
Ford EcoSport,2021,1475414.15,54990,CNG,Automatic,3.0,20.1
Honda CR-V,2008,120000.0,179565 KM,Diesel,Automatic,1.2,16.7
Hyundai Creta,2021,770919.59,62933,Petrol,Automatic,1.8,12.3
Hyundai Creta,2018,382197.29,117289,Diesel,Automatic,1.4,13.4
Hyundai Creta,2014,187426.1,182510,Petrol,Automatic,1.5,15.4
Hyundai i20,2009,120000.0,169545,Diesel,Manual,1.4,16.7
Audi A6,2010,548570.24,247684,Petrol,Manual,3.3,8.8
Toyota Corolla,2016,524897.1,39957,Diesel,Automatic,1.9,12.9
Tata Safari,2010,120000.0,192424,Petrol,Automatic,1.4,16.7
Maruti Suzuki Baleno,2021,797802.27,57385,Electric,Automatic,0.0,155.7
Ford EcoSport,2024,3024849.08,23304,Hybrid,Automatic,2.8,18.3
Mercedes-Benz GLE,2017,1707765.91,"52,210 km",Petrol,Manual,2.8,9.7
Honda City,2014,428430.72,123882,Diesel,Automatic,2.3,13.3
Maruti Suzuki Baleno,2021,395987.81,70586,Petrol,Automatic,1.8,11.4
BMW X3,2009,318011.75,231261,Petrol,Automatic,2.1,7.0
Honda CR-V  ,2021,405268.81,29265,Diesel,Manual,1.0,14.1
Volkswagen Virtus,2018,559124.86,123096,Diesel,Automatic,1.8,14.1
Volkswagen Polo,2024,1003324.39,43583,Petrol,Automatic,1.3,13.2
Volkswagen Virtus,2012,176746.23,193812,Petrol,Manual,1.7,18.0
Maruti Suzuki Dzire,2014,120000.0,141731,Petrol,Manual,1.3,14.3
Audi A3,2010,1068204.36,113564,Hybrid,Automatic,3.6,19.2
Tata Harrier,2016,150193.22,153655,Diesel,Manual,1.0,18.1
Ford Fiesta,2015,696143.29,120615,Electric,Manual,0.0,180.1
Audi A6,2014,666264.92,125144,CNG,Manual,2.0,26.8
Tata Altroz,2020,293641.68,87155,Petrol,Automatic,1.1,12.7
Hyundai Tucson,2016,153903.39,98319,Diesel,Manual,1.1,15.9
Volkswagen Polo,2014,357540.6,67311,Petrol,Automatic,1.7,11.0
Maruti Suzuki Dzire,2024,826899.54,20946,Hybrid,Manual,1.9,19.9
Maruti Suzuki Ertiga,2023,459599.95,25802 KM,Hybrid,Manual,1.3,25.8
Honda CR-V,2024,843714.82,33891,Hybrid,Automatic,1.1,21.0
Tata Harrier,2021,442323.72,57030,,Manual,1.7,11.0
Hyundai i20,2014,137187.34,"152,145 km",Petrol,Automatic,1.0,14.3
Ford Mustang,2012,331265.94,113066 KM,Petrol,Manual,2.3,12.6
Maruti Suzuki Swift,2009,120000.0,168333,Diesel,Automatic,1.1,12.7
Audi Q3,2008,274094.7,175467,Petrol,Manual,1.9,12.4
Ford Mustang,2012,327331.77,234633,Hybrid,Manual,2.5,21.2
BMW 3 Series,2012,1023310.31,82395,Petrol,Manual,3.5,6.8
BMW 3 Series,2021,1952174.62,50665,Diesel,Manual,2.0,15.2
Volkswagen Tiguan,2016,360241.94,61953,Diesel,Manual,1.5,15.0
Mercedes-Benz GLC,2011,759592.44,144085,Petrol,Automatic,2.9,9.0
Honda Civic,2015,313463.71,125206,Diesel,Manual,1.8,12.4
Maruti Suzuki Swift,2021,354011.66,14359,Diesel,Manual,1.5,11.9
Maruti Suzuki Ertiga,2017,260429.82,76951 KM,Petrol,Manual,2.1,10.1
Audi A3,2017,1449977.74,100032 KM,Petrol,Manual,2.7,13.8
Hyundai Tucson,2013,190080.77,173993 KM,Diesel,Automatic,1.7,17.9
Audi A3,2010,653218.52,212837,Diesel,Automatic,2.7,13.1
Maruti Suzuki Swift,2009,120000.0,335919,Petrol,Manual,1.0,15.3
Mercedes-Benz GLC,2011,453718.21,209069,Petrol,Manual,2.0,10.0
Toyota Camry,2008,120000.0,190050,Diesel,Automatic,1.4,16.2
Hyundai Creta,2020,420403.0,70409,Petrol,Manual,1.4,
Tata Harrier,2009,120000.0,261289,Petrol,Manual,1.5,12.7
Mercedes-Benz C-Class,2013,896694.2,164093,Diesel,Automatic,2.5,15.3
Honda Accord,2015,303975.66,110039,Petrol,Automatic,1.7,13.5
Honda CR-V,2019,1136458.77,47045,Electric,Automatic,0.0,158.5
Tata Nexon,2012,120000.0,209225,Petrol,Manual,1.7,13.6
Audi Q3,2013,598787.88,96646,Petrol,Automatic,2.0,7.9
Maruti Suzuki Baleno,2017,196753.44,119769,Petrol,Manual,1.7,12.3
Hyundai Tucson,2011,120000.0,204960,Petrol,Automatic,1.2,13.1
Tata Harrier,2024,872669.2,25977,Petrol,Automatic,1.8,14.1
Hyundai i20,2012,190134.11,94261,Petrol,Manual,1.8,9.7
Mercedes-Benz GLC,2019,1839981.79,79974,Diesel,Automatic,1.8,11.0
Hyundai Tucson,2014,210728.76,123519,Diesel,Automatic,,14.0
Volkswagen Vento,2017,439097.04,69172,Diesel,Manual,1.8,11.1
Mercedes-Benz GLC,2014,563250.46,157992,Petrol,Manual,1.6,11.0
Mercedes-Benz E-Class  ,2017,1854716.43,169837,Electric,Automatic,0.0,150.5
Maruti Suzuki Brezza,2014,120000.0,188892,Diesel,Manual,1.3,18.2
Mercedes-Benz E-Class,2011,481155.19,181550,Petrol,Automatic,1.7,16.1
Maruti Suzuki Swift,2016,199421.41,133578,Diesel,Manual,1.8,12.9
Mercedes-Benz C-Class,2018,1171605.51,135249,Diesel,Manual,2.0,15.4
Volkswagen Polo,2013,249059.54,169905,Petrol,Automatic,1.7,13.1
BMW 1 Series,2011,534269.9,262802,Petrol,Manual,2.8,8.7
Volkswagen Vento,2016,404373.29,83420,Petrol,Manual,1.9,13.3
Ford Mustang,2019,1125396.86,96353,Diesel,Automatic,2.7,13.8
Audi A3,2013,1046822.93,124742,Electric,Manual,0.0,169.1
